nama_hotel,nama_pelanggan,rating,ulasan,,,
XYZ,FF,5,Pelayanan sangat membantu.,,,
XYZ,Ulya Ulya,5,"Tempat parkir aman. Rasa makanan enak dan sehat. Penginapan hemat, sensasi mahal.",,,
XYZ,Ulya Ulya,5,Kamar dibersihkan dengan cermat. Akses mudah ke fasilitas umum.,,,
XYZ,Tri Hartono,5,Emang hotel paling nyaman kasur dan bantal nya di tanggerang. Bantalnya dpt 2 dan gede2. Jd yg 1 bisa jd guling. Kamar mandi nya jg luas dan air panas berfungsi baik. Ada kolam renang dan view nya pemandangan bukan tembok. Hanya saja lift pengunjung hanya 2 jadi kalau lg rame hotel nya agak mengantri lama jika mau sarapan pagi. Staf penerima tamu ramah banget.,,,
XYZ,FF,5,Kamar sangat bersih. Pelayan yang sigap dan luar biasa.,,,
XYZ,Tresia datau,5,Koneksi internet stabil. Lokasi strategis untuk keluarga.,,,
XYZ,Hana F Mihardja,5,Kasur singlenya besar,,,
XYZ,MW,5,"Bagus, Koneksi transportasi yang baik. Interior elegan yang mewah.",,,
XYZ,ES,5,Keterampilan staf luar biasa. Pelayanan kamar cepat banget.,,,
XYZ,Choiril Anwar,5,Area parkir luas banget.,,,
XYZ,IP,5,Dekat dengan pusat keramaian,,,
XYZ,Indah Indah,5,Kamar bersih ramah ramah dan makanannya enak,,,
XYZ,Indah Indah,5,"Kamarnya lengkap bersih, karyawannya ramah2",,,
XYZ,Wemi Wemi,5,Desain vintage menawan.,,,
XYZ,Nurul Habibatin,5,Suasana sangat hangat. Kamar luas dan nyaman banget.,,,
XYZ,Rifadah Qoribah Salsabila,5,"pelayanan oke banget, staff ramah, kamar bersih",,,
XYZ,Shella Yolanda Ginting,5,kereeennn banget . nyaaman bersih nyenyak tidur aman dan kalo pergi sendiri sangat aman dan nyaman,,,
XYZ,Anggi Saputra,5,Pelayanannya bagus kamar juga bersih,,,
XYZ,Reinaldo Ciputra S,5,"Hotel yang bersih dan rapih, kamarnya kami suka dan pemandangan indah , walau dekat rel kereta api tapi tetap nyaman",,,
XYZ,Fx Nana Sutono,5,"Kamar bersih, pelayanan sangat ramah, pemandangan dari lantai 10 keren diwarnai pesawat landing, makanan sarapan pilihan beragam dan tempat luas cuma jadi peluang untuk peningkatan rasanya kedepan.",,,
XYZ,WN,5,Kebersihan nomor satu. Kamar mandi dengan air panas.,,,
XYZ,MS,5,"Kamar bagus, breakfast enak ğ??ğ?»ğ??ğ?»ğ??ğ?»",,,
XYZ,The Kwet Fu Robertus,5,"Sama seperti review sebelumnya, yang pasti tidak kecewa dan akan kembali lagi",,,
XYZ,The Kwet Fu Robertus,5,"Hotel yang nyaman, kamar cukup luas dengan harga yang murah untuk ukuran hotel bintang 4, dan lagi banyak kuliner di seketar lingkungan hotel. Deket stasiun kereta, bus dan pusat kota",,,
XYZ,AA,5,Menu sangat menggugah selera. Kamar sangat steril. Parkir terjaga. Staf siap membantu. Staff penuh keramahan.,,,
XYZ,AA,5,"Kerapian tak tertandingi. Interior sangat modern. Fasilitas parkir bagus. Air kolam yang bersih berkilau. Harga bersahabat, kenyamanan maksimal.",,,
XYZ,AN,5,Kebersihan sangat oke. Layanan concierge profesional. Parkir sangat nyaman.,,,
XYZ,TC,5,Kuliner hotel yang memanjakan. Parkir gampang.,,,
XYZ,eka sukmawati,5,Ruangan bebas debu dan noda. Desain ramah lingkungan. Wi-Fi cepat banget. Ekonomis tapi istimewa.,,,
XYZ,Milia Milia,5,Ada fasilitas rekreasi keluarga. Tarif bersaing. Pelayanan ramah dan profesional.,,,
XYZ,Rahmat Ananta,5,oke semua dan hampir sebulan sekali kesini,,,
XYZ,IY,5,Kebersihan terbaik. Parkir bersih dan tertata. Fasilitas kopi dan teh gratis. Ketenangan di tepi kolam.,,,
XYZ,IY,5,Lingkungan tenang untuk keluarga. Suasana tropis di tepi kolam. Tersedia fasilitas anak-anak.,,,
XYZ,FF,5,Pelayanannya sangat baik sekali ga terkatakan,,,
XYZ,FF,5,"Terbaik la pokoknya, udah gada lawan lagi",,,
XYZ,FF,5,Kamar sangat steril. Bagusla,,,
XYZ,AN,5,Parkir di area depan. Kamar disanitasi.,,,
XYZ,Ricky Lasut,5,"good place, nice place makanannya enak gg",,,
XYZ,Ricky Lasut,5,"good place , makanannya enak no complain",,,
XYZ,Putri Mayang Sari,5,Tempat nya bnr2 unik nyaman dan sarapannya enak2,,,
XYZ,AU,5,"Puas banget nginep di sini, lokasi strategis kamar bagus dan nyaman Murah meriah, pelayanan terbaik.",,,
XYZ,AU,5,"Sarapannya enak bervariasi, kamarnya juga luas dan bersih.",,,
XYZ,Udur Martionna,5,Ruangan bersih dan segar. Aktivitas menyenangkan untuk anak-anak.,,,
XYZ,Muhammad Khairudin,5,Suasana sangat bersih menyeluruh.,,,
XYZ,Novyanti Kartina Damanik,5,Keren banget..harga bersahabat Uda ke dua kalinya pesan disini,,,
XYZ,Toni Toni,5,Fasilitas keluarga istimewa.,,,
XYZ,VP,5,Kamar selalu bersih.,,,
XYZ,AL,5,Makanan enak dan bernutrisi. Terletak di daerah pinggir kota. Terletak di daerah pinggir kota.,,,
XYZ,MW,5,Lingkungan sekitar bersih. Program diskon memuaskan.,,,
XYZ,Novyanti Kartina Damanik,5,Harga terjangkau namun fasilitas dan sarapan Ok banget..staf semua ramah,,,
XYZ,Shinta Tia,5,"rekomen, makanannya juga enak",,,
XYZ,Elysa Sinaga,5,"Kamar bagus, harga murah. Staff juga sangat ramah dan helpful. Desain kamar unik bangett. Makanan enak sekali.",,,
XYZ,Sulaiman Iman,5,Hotel bagus dan makannya enak cocok untuk keluarga,,,
XYZ,Navisa dini arti,5,Fasilitas kolam yang mewah. Hemat biaya tapi tetap nyaman.,,,
XYZ,Rachim Kalla,5,Sistem pemanas yang efisien. Staf ramah anak.,,,
XYZ,RF,5,Parkir terorganisir dengan baik.,,,
XYZ,MOHAMAD FAHREDI ALGHIFARI,5,"Hotel yang bagus, makanan bersih dan enak. keramahan yang bagus",,,
XYZ,Y,5,Staf yang baik dan ramah dan kondisi bagus untuk kamar,,,
XYZ,AA,5,Untuk kesekian kalinya nginep dsini... Pokonya best banget Fasilitas sangat bersih.,,,
XYZ,Praja Yudha,5,"Saking bagusnya, tidak bisa di gambarkan dengan kataâ? ğ?¤?ğ?» Kamar bersih tidak ada noda. Tempat parkir terang. Kolam renang cocok untuk menghilangkan penat. Tempat parkir yang luas. Kamar yang didesain baik.",,,
XYZ,Refika Anggraini,5,Pelayanan sdh mulai ramah sekrg,,,
XYZ,leo candar,5,Keamanan anak sangat terjamin.,,,
XYZ,suci d,5,Lingkungan bersih dan terawat.,,,
XYZ,Hikmatun Diana yanti,5,"Sangat ok ruangan kamar luas, harga bersahabat",,,
XYZ,Gayatri Chandra Pharameswari,5,Staf yang tulus. Parkir terorganisir dengan baik. Ruangan bebas debu dan noda.,,,
XYZ,Rafly dwi nugroho,5,Nyaman banget kamarnya,,,
XYZ,Iqbal zulkarnaen,5,Mantap bagus hotelnya,,,
XYZ,AN,5,Kamar bagus dan makanan enak,,,
XYZ,Jasur Jasur,5,"Kolam renang cocok untuk menghilangkan penat. Ada layanan kamar keluarga. Hemat uang, tetap berkelas. Banyak ruang penyimpanan. Pelayan luar biasa.",,,
XYZ,Addahrariyatul Maklumiyah,5,Area merokok terpisah. Varian rasa makanan menakjubkan.,,,
XYZ,leo candar,5,Nice Desain ramah lingkungan.,,,
XYZ,Hilman Gazali,5,"Harga bersahabat, fasilitas eksklusif. Kamarnya bagus banget.",,,
XYZ,RM,5,Pemandangannya bagus. Hidangan menggugah selera.,,,
XYZ,Gema Nalapraja,5,Makanan enak parkir luas dan aman walaupun kolam kecil tp lumayan bisa buat anak happy berenang di sana,,,
XYZ,AM,5,"Lingkungan yang bersahabat. Murah meriah, pelayanan terbaik.",,,
XYZ,AM,5,Ruangan bebas debu dan noda.,,,
XYZ,Ragil Anas Islamudin,5,Suasana sangat tenang dan sejuk. Parkir ramah keluarga. Fasilitas renang bagus. Layanan yang ramah anak. Layanan yang ramah anak.,,,
XYZ,AA,5,Ruangan bersih dan nyaman banget. Aksesibilitas bagus.,,,
XYZ,Fransisca Lumataw,5,"Untuk budget segitu hotelnya bagus, bersih dan lengkap. Staf yang luar biasa dan sigap.",,,
XYZ,Haris Munandar,5,Kereen...pelanan ok..kamar bersih..resto mantap,,,
XYZ,AH,5,"Bagus Hemat uang, kualitas nggak tertandingi.",,,
XYZ,MC,5,"Kebersihan parkir terjaga. Harga murah, pengalaman tak terlupakan. Suasana santai dan damai.",,,
XYZ,RY,5,Terjangkau dan berkualitas. Staf yang hangat.,,,
XYZ,Riza Fatimah,5,"Pelayanan oke, nginep semalem krna besoknya mau kebandara jadi cari yang deket, kamar bersih view-nya bagus pokoknya kalo besok kalo ke Tangerang lagi mau kesini lagi sih",,,
XYZ,Mayang Wulandari,5,"Tarif terjangkau, fasilitas eksklusif. Staf yang luar biasa.",,,
XYZ,RR,5,Lingkungan yang menyenangkan.,,,
XYZ,Mega Selvina Agusta,5,"Kamar bersih luas bagus, peralatan memadai",,,
XYZ,Indah Indah,5,Keren bersih pelayanan ramah tempat bagus,,,
XYZ,Rina Yulyanti,5,Kebersihan terjaga maksimal. Kamar bersih dan nyaman.,,,
XYZ,RY,5,Hotel bersih dan Pelayanan yg sangat ramah,,,
XYZ,RY,5,Pengaturan yang rapi.,,,
XYZ,LW,5,Worth it bgt fasilitas kengkap harga terjangkau,,,
XYZ,FF,5,"Tetap bagus sebagaimana biasanya, poin plus terus",,,
XYZ,FP,5,Bagus seperti biasanya ga mengecewakan lah,,,
XYZ,FF,5,Seperti biasanya seperti seharusnya sebaik itu,,,
XYZ,FF,5,Bagus seperti biasa ga mengecewakan lah ya,,,
XYZ,Anita Anita,5,Ke dua kalinya nginep dsini nyaman banget ğ?¥°ğ?¥°ğ?¥°ğ?¥°ğ?¥°ğ?¥°,,,
XYZ,EE,5,"Kamar luas, bersih dan nyaman, staff ramah dan sopan, sarapan kurang variasi tapi cukup enak. Fasiliyas treadmill belum berfungsi. Lokasi strategis dan dekat fasilitas kesehatan.",,,
XYZ,Anita Anita,5,Hotel nya yang bersih.. Pelayanan yang sangat ramah tidur nya pun nyenyak next kesana lagi ya,,,
XYZ,yosep mulyana,5,Overall bagus. Cuman tv nya masih jadul dan minim chanel,,,
XYZ,AF,5,Aksesibilitas patut diapresiasi. Suhu air pas. Kamar terang. Resepsionis ramah baget. nagih buat kesini lagi pokoknya recommended aku sampe extend saking nyaman nya ğ?«¶ğ?»ğ?«¶ğ?»ğ??¯ğ??¯,,,
XYZ,Achmad Zulfikar Armandoko,5,Suasana romantis menyenangkan. Kebersihan nomor satu.,,,
XYZ,Priyanto Priyanto,5,Bagus.,,,
XYZ,US,5,Kamar sangat steril. Pelayan yang responsif.,,,
XYZ,Hanung Pratama,5,"Hotelnya bagus, bersih, staff hotelnya ramah Sarapannya juga lumayan Sebanding dengan harga yg di berikan Mantap ğ??",,,
XYZ,K,5,Aksesibilitas yang baik. Kolam renang anak -anak yang menarik. Layanan parkir yang ramah. Aksesibilitas yang baik. Staf yang tulus. Pengaturan kolam yang tenang.,,,
XYZ,FUJI MAULANA ILHAM,5,Bagus keren mudah akses makanan enak ramah pelayan bagus,,,
XYZ,RR,5,Staf yang luar biasa dan membantu. Parkir di area basement.,,,
XYZ,Irma Rachmani,5,"Kamar luas, tp kamar mandi kok agak bau y?",,,
XYZ,Erwin Erwin,5,"Lokasi dekat kemana mana, kamar luas, sarapan enak, ada resto subways, pelayanan ramah , akan menginap disini lagi.",,,
XYZ,Putra Irawan,5,Pelayanan ramah dan profesional. Mulai dari check in sampai check out oleh mba eni. Trims buat team d'primahotel poris.,,,
XYZ,AD,5,nyaman dan bersih. cocok untuk trip keluarga. breakfast juga not bad,,,
XYZ,yulia sari,5,"Pengalaman menginap di d'prima Baru tau kalau kolam renangnya itu berada di bawah, kirain di atas Kurang privasi Tempat gym sempit hehe ada beberapa alat yg kurang berfungsi Untuk teh kopi dan gula hanya di kasih satu satu, sedangkan hotel yg lain kopi sachet di kasih banyak Sabunnya licin ga keset, WiFi kenceng Kamar standar, Makanannya enak banget banyak pilihannya , ada makanan Nusantara ada makanan western Parkir ok tidak di pungut biaya, Di sekitar banyak jajanan",,,
XYZ,Ledi pransiska,5,Kualitas layanan terbaik.,,,
XYZ,SN,5,Keseluruhan hotel rapi. Suasana pinggir kolam membuat rileks. Harga sebanding dengan yang didapatkan. Layanan terdepan.,,,
XYZ,BINTI MALIKI,5,"Mengesankan, bersih. Tenang, mudah akses",,,
XYZ,Andre Febriano,5,Rapi dan terjaga. Terletak di area eksklusif.,,,
XYZ,ARIEF RAHMAN HAKIM,5,Rekomended Suasana bersih dan terjaga.,,,
XYZ,RR,5,"Hotel yang bagus, kamar yang bagus, fasilitas yang bagus.",,,
XYZ,Arman Arman,5,Tempat yang ideal untuk menginap. Resepsionis penuh perhatian pada tamu.,,,
XYZ,AA,5,Suasana malam yang menawan. Suasana malam yang menawan.,,,
XYZ,Moh Indra Surya Laksana,5,Kebersihan terjaga sangat baik. Wi-Fi cepat banget.,,,
XYZ,Nisa Maulida,5,Layanan yang responsif.,,,
XYZ,Tika Putri Pratiwi,5,sudah 2x nginep dan masih oke.. thnks dprimaâ¤ï¸,,,
XYZ,Michael Setiawan,5,Good room Lingkungan bersih dan terawat.,,,
XYZ,Endah Nirmala Dewi,5,Oke bhyukkf hjjkkff. Ksmsksksksv jahaiajkss jsjshahshshe isiaiwmslsls skshshejejjs skksksks,,,
XYZ,meichelle kurniawan,5,bagus banget deh pokknya!!!!!!!!!!!!!!!!,,,
XYZ,Fathia Nur Andini,5,Tatanan ruang sangat bagus.,,,
XYZ,NR,5,bagus nyamanâ?¦â?¦â?¦â?¦â?¦â?¦â?¦â?¦â?¦â?¦â?¦â?¦â?¦..,,,
XYZ,AY,5,"Bagus dan nyaman, kebersihannya selalu top",,,
XYZ,Ani Rosita,5,Promo menguntungkan. Sarapan variatif dan enak,,,
XYZ,Alfonsus Kevin,5,kamarnya luas lokasi hotel ya bagus deket stasiun dan ada subway di bawah,,,
XYZ,Mohamad Zulfikar,5,Bagus kuar mbiasaaaa,,,
XYZ,Sri Wahyuni,5,Hotel yang bagus .. pelayanan bagus,,,
XYZ,SA,5,Layanan bagus Lokasi bagus,,,
XYZ,RP,5,"Fasilitas terjaga bersih.sarapannya enak enak, pelayanannya juga bagus dan ramah",,,
XYZ,HL,5,Hotel yg bersih dan pelayanan yg baik,,,
XYZ,OH,5,Tatanan ruang sangat bagus. Ruang keluarga luas. Suasana tenang untuk keluarga. Layanan terbaik.,,,
XYZ,Rickyaxx Rickyaxx,5,"Sarapannya Enak Banget , Kamar Nyaman",,,
XYZ,sunardy tjiadi negoro,5,Harga menggoda. Kamar nggak bikin alegri.,,,
XYZ,Yusup Yusup,5,Strategis nyaman aman,,,
XYZ,BN,5,Kamar bersih dan bagus banget. Ada area bersantai keluarga. Suasana asri. Ada area bersantai keluarga.,,,
XYZ,Jun Seniati,5,"Lokasi strategis, kamar luas",,,
XYZ,isti mandansari,5,Bagus,,,
XYZ,Muhammad Ilham,5,Cool bgt.. kmar bersih.. view bagus,,,
XYZ,DR,5,"Selalu nyaman nginep disini. Kamar bersih, staff ramah, besar juga kasurnya. Best best best lah pokoknya ğ?«°ğ?½ğ?«°ğ?½",,,
XYZ,Daryl Daryl,5,Kamar bersih dan rapi banget. Staf penerima tamu ramah banget.,,,
XYZ,Muhammad Ridho Hernanto,5,Lokasi strategis cukup dekat dengan bandara. Kamar bersih dan terawat. Breakfast jg enak. Mantappâ?¦,,,
XYZ,Ujang Oqi Waaqiah,5,Selalu nginap disana karena terjangkau dan pas,,,
XYZ,Alpannurhuda Alpannurhuda,5,Ruang bersih dan harum banget.,,,
XYZ,Dian Rismala,5,Tempat bersih dan nyaman,,,
XYZ,jajang cahyono,5,Kamar sangat steril. Pelayan yang ahli.,,,
XYZ,weni widesti,5,Pelayanan kamar cepat banget.,,,
XYZ,RR,5,Ruang bersih dan harum banget. Ruang bersih dan harum banget.,,,
XYZ,Beni Novendi,5,Standar kebersihan tinggi. Program diskon memuaskan. Desain tradisional yang hangat. Staf penuh semangat dan ramah.,,,
XYZ,Yonathan Christian Simatupang,5,Terbaik untuk budget sedikit. Staf ahli dalam bidangnya.,,,
XYZ,RF,5,"Bagus dan bersih, cuma pernah sekali kesini lama banget check in nya udh cape disuruh nunggu lama, tapi gapapa deh mba nya ramah dan cantik selalu senyumğ?¥°",,,
XYZ,AY,5,Makasih mas ibnu zaki atas pelayanannya,,,
XYZ,Aviv Sururi,5,Sangat rapi dan teratur.,,,
XYZ,SB,5,Suasana damai. Air kolam yang bersih berkilau.,,,
XYZ,Jayidatul Aliyah,5,Kebersihan sangat baik.,,,
XYZ,Syfa Rizkiyani,5,Nyaman..Selalu jd pilihan kl lg mau staycation deket rumahâ?¦,,,
XYZ,Dewi Sri Wahyuni,5,"Kamarnya bersih. makanannya juga lumayan enak, pelayanannya juga ok. Tapi mungkin kalo bisa ngasih saran, untuk kolam renang mungkin bisa di perpanjang jam bukanya hingga malem. Karna keamrin pas banget barengan sama keluarga besar dan kolamnya rame terus dari pagi sampe sore. Pas ke kolam jam 7an malem trnyata di tutup. Sayang banget padahal ada lampu2 hiasnya biar bisa healing malem2 di pinggiran kolam hehehe",,,
XYZ,JZ,5,"Hotel yang luar biasa, kamar yang sangat bagus, sarapan yang sangat baik. GBU",,,
XYZ,Novita Hotmaria Tobing,5,Datang dengan ekspektasu biasa aja. Eh surprisingly the hotel is quite good. AC sih yang gak dingin banget. Tapi okelah. Saya bawa orangtua yang gak terlalu suka dingin juga. Breakfast nya oke.,,,
XYZ,NN,5,Suasana santai dan damai.,,,
XYZ,NN,5,Kebersihan sangat terjaga. Fasilitas ramah keluarga.,,,
XYZ,Hendri Hendri,5,Staf yang penuh keahlian dan pintar.,,,
XYZ,Lies Purnama Dewi,5,Harga terjangkau nyaman dan bersih,,,
XYZ,EB,5,Parkir dengan pelayanan prima. Desain sangat kreatif.,,,
XYZ,NU,5,makannya enak...harus lebih banyak variasi menu makannya...pelayanan ramah...walaupun rame karena libur lebaran...,,,
XYZ,Wong Calista Wijaya PT SGI,5,Keren dan bersihnyaman,,,
XYZ,Khoirul Khusaini,5,"Hotel transit sebelum lanjut mudik ke batusangkar SumBar. Dekat dengan terminal poris plawad tangerang. Menu Sahurnya mantap. Banyak warung makan disekitar hotel, mini market. Mantap lah.",,,
XYZ,Trias Prihardini,5,Area parkir terjaga baik. Suasana hangat dan akrab.,,,
XYZ,THELAGA VANI,5,dekat bandara dan dekat pelanggan saya,,,
XYZ,RAIHAN ALFIANSYAH Widianto,5,Hidangan bervariasi.,,,
XYZ,Pebri Alvero,5,mantab keren menyenangkan hebat perjalan ini luarbiasa,,,
XYZ,Muhammad Fauzan,5,Akses parkir praktis.,,,
XYZ,Siti Hawa Sandy Z,5,Kebersihan sangat terjaga dan rapi. Dekorasinya artistik.,,,
XYZ,Dennys Christian,5,"Hotel bagus, bersih, breakfast nya juga enak",,,
XYZ,AM,5,"Bersihhhhhh, pelayanan ramah",,,
XYZ,NP,5,nyaman bersih enak dekat dari bandara,,,
XYZ,NP,5,nyaman semuanya makanan enak,,,
XYZ,DN,5,"Hotel yang bersih, aman dan nyaman.",,,
XYZ,Rudy Affandi,5,"Bagus, nyaman, makanan enak",,,
XYZ,DH,5,"Kamar luas, bersih, nyaman, sarapan enak, staf dan resepsionis ramah",,,
XYZ,SF,5,Tersedia buffet sarapan. Suasana santai untuk keluarga. Suasana sangat hangat.,,,
XYZ,Muhammad Taufik,5,Parkir terjaga. Pemandangan menakjubkan.,,,
XYZ,Ade Firmansyah,5,Ketenangan di tepi kolam.,,,
XYZ,Sri Utami Dewi,5,Ada sentuhan artistik kreatif.,,,
XYZ,Muhammad Taufik,5,Pelayanan kamar cepat banget. Terjangkau dan berkesan.,,,
XYZ,Shella Risliana,5,Hidangan eksotis menarik. Penawaran harga sangat bagus. Pelayanan handal.,,,
XYZ,HA,5,Bagus bersih parkir luas,,,
XYZ,A,5,Pelayan yang terlatih.,,,
XYZ,Azmuhir Fathoni Lubis,5,Bersih nyaman menyenangkan,,,
XYZ,Reynaldi Wahyu Utomo,5,Terbaik untuk layanan dan fasilitasnya ğ??ğ?»,,,
XYZ,ES,5,"Tempat nyaman untuk trip bareng keluarga dan anak-anak, pelayanannya ramah, menu breakfast nya beragam dan fresh.",,,
XYZ,Nurkhayatun Nur,5,Furnitur berkualitas tinggi. Staf yang penuh keramahan.,,,
XYZ,Ade Maruli Kartika,5,Area relaksasi luar ruangan tersedia. Menu kreatif.,,,
XYZ,AY,5,Terimakasih mas ibnu zaki untuk pelayanan yang baik selama saya bfast.,,,
XYZ,IL,5,Kamar selalu bersih. Hidangan berkualitas tinggi. Akses mudah ke bandara.,,,
XYZ,MH,5,"enak ada subwaynya, kalo laper langsung ke bawah",,,
XYZ,DC,5,"good Harga terendah, nuansa mewah.",,,
XYZ,NF,5,"Harga terjangkau, pelayanan prima.",,,
XYZ,LC,5,Parkir dengan pelayanan prima.,,,
XYZ,Nhelvy Kumala Nasruddin,5,Kamar bersih dan rapi banget.,,,
XYZ,MR,5,Enakkkkkkk. Banget.hahahahha,,,
XYZ,Wiwik Sulastri,5,"Harga terendah, pemandangan spektakuler.",,,
XYZ,Wiwik Sulastri,5,Suasana bersih dan bikin betah.,,,
XYZ,Yoga Darma Arifandi,5,"Hotel murah, pengalaman bintang lima.",,,
XYZ,YA,5,Ruang bersih dan harum banget.,,,
XYZ,Koko Harmoko,5,Kebersihannya oke banget.,,,
XYZ,ANDRE HEV,5,Keseluruhan rapi. Lokasi di pusat kota. Parkir terang.,,,
XYZ,AF,5,"Kolam renangnya mewah. Harga bersahabat, nuansa mewah. Kamar yang didesain baik.",,,
XYZ,Melina Ita Aristiana,5,Suasana bersih dan terjaga. Suasana hangat dan nyaman. Interior indah.,,,
XYZ,AA,5,Semuanya bagus dan luar biasa,,,
XYZ,Rieska Dwi Anggriana Ronie,5,Mengesankan Tempat parkir luas.,,,
XYZ,Agus Ripaldo,5,Bagus sekali luas dan bersih,,,
XYZ,YS,5,"Good, mantapp bagusss",,,
XYZ,AR,5,"kamar nyaman, bersih, makanan juga enak",,,
XYZ,Marwati Nada,5,sesuai deskripsi ğ??ğ?»,,,
XYZ,Rieska Dwi Anggriana Ronie,5,"Enak Harga fantastis, pengalaman tak terlupakan.",,,
XYZ,TJ,5,"Enak, Kebersihan sangat terawat.",,,
XYZ,Yunia Angraeni,5,"Nyaman, bersih, suka",,,
XYZ,Festi Apdita,5,Terjangkau tapi istimewa.,,,
XYZ,Festi Apdita,5,Pelayan yang cekatan.,,,
XYZ,RENO PUTRA CHANIAGO,5,Area bersih dan hijau.,,,
XYZ,Marwati Nada,5,"Harga terjangkau, kualitas tinggi.",,,
XYZ,Marwati Nada,5,Area bersih dan hijau.,,,
XYZ,Restu Marni Fahti,5,"Sinyal handphone kuat. Akses mudah ke tempat-tempat terkenal. Pelayanan parkir prima. Harga bersahabat, fasilitas eksklusif. Harga bersahabat, fasilitas eksklusif. Pokoknya enak dan nyaman ,",,,
XYZ,NS,5,Makanan kurang sedap,,,
XYZ,AL,5,Bagus buat hotel transit yang cari dekat dengan airport cengkareng.,,,
XYZ,Andhika Amarullah,5,Kamar terjaga dengan baik.,,,
XYZ,RM,5,Kamar keluarga besar. Menu dengan sentuhan istimewa dari chef. Suasana sekitar yang segar. Suasana berenang yang bikin rileks. Menawarkan sarapan yang berkualitas.,,,
XYZ,Muhammad Ari Sandi,5,Kasur nyaman. Suhu kolam sangat pas.,,,
XYZ,Lilyani Kasnadi,5,"Makanan lumayan, kamar bersih nyaman",,,
XYZ,nur jannah,5,Hotelnya bagus n makanannya enak,,,
XYZ,Boya Yanti Gultom,5,luar biasa,,,
XYZ,Qorri Ainaqi,5,"Alhamdulillaah bagus semua dari pelayanan, fasilitas, kebersihan dan rasa makanannya. Mudah2an dipertahankan dan ditingkatkan",,,
XYZ,Yusup Yusup,5,Hotel terbaik sih mnurut ku Pelayanan oke Suasana oke Lokasi jga strategis dkt dgn statius krl,,,
XYZ,AM,5,"Selalu jd tmpt fave buat shortcation dihari kerja sama paksu ğ?¤­ makanannya ueenaak semua, hotelnya clean bgt, peralatan mandinya pun melimpah...",,,
XYZ,Yudhit pradana,5,Ok makasih buat staycationya,,,
XYZ,IH,5,"Driver good job pisan, saran admin bandung lebih responship",,,
XYZ,Abdul Wahid,5,Tempat strategis dan nyaman untuk beristirahat,,,
XYZ,Gema Israwahyuda,5,Enak bersih staff ramah,,,
XYZ,Karina Arindita,5,"Kamar luas sekali. Sarapan banyak pilihan menunya. Kamar bersih, kamar mandi bersih, ac dingin",,,
XYZ,DEWI DEWI,5,"Pelayanan baik, bersih, dan lingkungan nyaman",,,
XYZ,Fatiya Amirah Walid,5,Terbaik. Sepadan !!!!!,,,
XYZ,Mohammad Rifai Kusmar,5,Oke bangett dapet harga promo jugaaa,,,
XYZ,Wikestri Astu,5,"pelayana ok, menu sarapan ok, masakannua enak, kamar bersih,",,,
XYZ,DP,5,Bagus n nyaman.. Sarapannya juga sangat puas n enak,,,
XYZ,Andi Syahputra,5,Bagus,,,
XYZ,AW,5,Kamar bersih dan makanan sarapan lengkap Cocok utk liburan bersama pasangan dan anak Pasti bakal kembali menginap disini,,,
XYZ,Febby Shandra Pratiwi,5,Kamar bersih dan nyaman. Fasilitas lengkap,,,
XYZ,Eko Prasetyoningsih,5,"Check in cepat dan check out cepat, kmrn agak lama check in utk 2 kamar yg lain krn mnt connecting room jd disiapkan terlebih dahulu. Staff ramah. Lokasi lumayan strategis dan tmpt. Jajan jg byk skitaran hotel. Kamar relatif luas dan perlengkapan kamar jg lumayan lengkap tp mmg ada berapa yg dikurangi dl dpt. Sisir dan tas utk berenang. Tp enak kok menginap dsana krn sdh sering menginap. Oiya kolam renang jg luas. Tks prima hotel tangerang dan tiket. Com",,,
XYZ,AA,5,"Nyaman, bersih bgt, fasilitas lengkap, lokasi strategis, breakfast nya bnyak pilihan trus pas lg dpt harga murah, so happyyyyy",,,
XYZ,SAID UDIN LETSOIN,5,Bagus,,,
XYZ,Dian Nopitasari,5,tempat yang bagus,,,
XYZ,AP,5,Ajip dah pokoknya,,,
XYZ,Dawam Prasetyo,5,"Sangat menyenangkan menginap disini, staff sangat ramah, kamar bersih, breakfast variatif dan rasanya jg enak.",,,
XYZ,FERI FERI,5,"Hotel nya sangat nyaman , satpam nya ramah banget, kamar bersih , greet fasilitas",,,
XYZ,FP,5,"Tempat transit yg nyaman di daerah Poris. Dekat stasiun Batu Ceper & Terminal Poris, mudah buat ke bandara & terminal bus antar kota. Bed nyaman, fasilitas kamar ok: TV kabel, shower, toilet, AC, mini kulkas, electric kettle bekerja baik. Ada complimentary air mineral juga teh & kopi.",,,
XYZ,Nofrina Ulan,5,pelayanan ramah banget...kamarnya juga bersih ga bising..pokoknya puass bangettt...klo bisa menu makanan (BF)lebih banyak lagi..,,,
XYZ,Muhamad Dahlan Ruslan,5,Terbaik,,,
XYZ,ari handini,5,"Pelayanan ramah semua karyawan nya, kamar bersih wangi untuk sarapan enak semua puas",,,
XYZ,Anisa Sekar Langit,5,"Stafnya ramah2 banget, pelayanan oke, kamar juga oke banget, bersih jugaa",,,
XYZ,HARIF RAHMAN SE,5,Ramah. Bagus. Bersih.. Top dech...,,,
XYZ,DEDY CHANDRA,5,"D'prima hotel tangerang, kamarnya bersih, bagus, pelayanan baik dan ramah. Harga relatif terjangkau dan lokasi strategis di kota tangerang",,,
XYZ,Zainal Arifin,5,Hotel yang bagus,,,
XYZ,KK,5,Sarapannya enak,,,
